combo_id,roe_buy,pe_buy,debt_buy,roe_sell,pe_sell,debt_sell,max_position_pct,stop_loss_pct,take_profit_pct,final_value,profit,return_pct,max_drawdown,annualized_return,total_trades,win_rate
53,0.15,15,0.4,0.1,25,0.55,0.2,0.08,0.12,113731.15161384038,13731.151613840382,13.731151613840382,0.30769490020576973,6.699709277038565,13,75.0
45,0.15,12,0.5,0.1,25,0.55,0.2,0.08,0.12,112836.27680544459,12836.276805444591,12.83627680544459,1.6707827317415214,6.275747614225913,16,66.66666666666666
50,0.15,15,0.4,0.08,25,0.6,0.2,0.08,0.12,112435.2903428732,12435.290342873195,12.435290342873195,0.0,6.0852327213946396,20,63.1578947368421
54,0.15,15,0.4,0.1,25,0.6,0.2,0.08,0.12,112360.68526235361,12360.68526235361,12.36068526235361,1.6603371879889792,6.049749526899982,19,61.111111111111114
21,0.12,15,0.4,0.1,25,0.55,0.2,0.08,0.12,112319.80530624748,12319.80530624748,12.31980530624748,0.3904526794360315,6.030301505818033,16,66.66666666666666
49,0.15,15,0.4,0.08,25,0.55,0.2,0.08,0.12,111271.83964901709,11271.839649017085,11.271839649017085,3.6745145346251813,5.530543590211103,14,61.53846153846154
42,0.15,12,0.5,0.08,25,0.6,0.2,0.08,0.12,111150.03279809124,11150.03279809124,11.15003279809124,1.1158173101130564,5.47230469744124,14,69.23076923076923
7,0.12,12,0.4,0.1,30,0.55,0.2,0.08,0.12,111037.60771394316,11037.607713943158,11.037607713943158,1.1098472780784725,5.418523362192737,16,60.0
35,0.15,12,0.4,0.08,30,0.55,0.2,0.08,0.12,110897.37704597498,10897.37704597498,10.897377045974979,0.0,5.351402665191149,19,55.55555555555556
56,0.15,15,0.4,0.1,30,0.6,0.2,0.08,0.12,110584.44874763349,10584.44874763349,10.584448747633491,1.9147134837115152,5.2014691701081635,21,45.0
27,0.12,15,0.5,0.08,30,0.55,0.2,0.08,0.12,110450.1712268749,10450.171226874896,10.450171226874897,2.7367995266508554,5.137068195654682,24,56.52173913043478
19,0.12,15,0.4,0.08,30,0.55,0.2,0.08,0.12,110194.17108319773,10194.171083197725,10.194171083197725,0.9578005168447105,5.014180027932337,13,66.66666666666666
58,0.15,15,0.5,0.08,25,0.6,0.2,0.08,0.12,110066.39685749124,10066.396857491243,10.066396857491243,1.1793181520724856,4.952791381182956,23,50.0
13,0.12,12,0.5,0.1,25,0.55,0.2,0.08,0.12,109350.64865528524,9350.648655285244,9.350648655285244,0.26168495060642566,4.608257329324288,12,63.63636363636363
4,0.12,12,0.4,0.08,30,0.6,0.2,0.08,0.12,109279.80241793545,9279.802417935454,9.279802417935453,0.45469219618771434,4.574093878899529,17,62.5
32,0.12,15,0.5,0.1,30,0.6,0.2,0.08,0.12,109179.28273438264,9179.282734382636,9.179282734382637,2.8919939897038596,4.525602452028311,16,56.25
63,0.15,15,0.5,0.1,30,0.55,0.2,0.08,0.12,108833.46869813823,8833.468698138226,8.833468698138226,0.7278596332526406,4.358609883032247,24,52.17391304347826
25,0.12,15,0.5,0.08,25,0.55,0.2,0.08,0.12,108613.91981787709,8613.91981787709,8.613919817877088,0.5031758974370664,4.25245376854362,18,47.05882352941176
6,0.12,12,0.4,0.1,25,0.6,0.2,0.08,0.12,108611.74512218928,8611.745122189284,8.611745122189285,3.873519178718147,4.251401729193055,16,66.66666666666666
10,0.12,12,0.5,0.08,25,0.6,0.2,0.08,0.12,108557.9888037142,8557.988803714194,8.557988803714194,2.4753715556303035,4.225393038889138,15,57.14285714285714
26,0.12,15,0.5,0.08,25,0.6,0.2,0.08,0.12,108357.48388795482,8357.483887954819,8.357483887954817,3.6699630717658835,4.12832720695183,22,57.14285714285714
60,0.15,15,0.5,0.08,30,0.6,0.2,0.08,0.12,107926.72778947907,7926.727789479075,7.9267277894790755,0.8863322794641283,3.919493425578028,17,56.25
61,0.15,15,0.5,0.1,25,0.55,0.2,0.08,0.12,107907.12814622,7907.128146219999,7.907128146219998,0.3175152679762285,3.9099815475008857,13,58.333333333333336
38,0.15,12,0.4,0.1,25,0.6,0.2,0.08,0.12,107747.48234989584,7747.482349895843,7.747482349895843,2.1705154190416636,3.832472108684441,20,57.89473684210527
12,0.12,12,0.5,0.08,30,0.6,0.2,0.08,0.12,107002.9520624858,7002.952062485798,7.002952062485798,1.1443151630250337,3.4702415046642026,16,46.666666666666664
15,0.12,12,0.5,0.1,30,0.55,0.2,0.08,0.12,106994.6952995903,6994.6952995902975,6.994695299590298,0.01576457933191215,3.4662174083721298,23,47.82608695652174
11,0.12,12,0.5,0.08,30,0.55,0.2,0.08,0.12,106967.54367403671,6967.543674036715,6.967543674036715,3.4890303045637516,3.452983441826295,21,55.00000000000001
8,0.12,12,0.4,0.1,30,0.6,0.2,0.08,0.12,106549.83345557825,6549.833455578249,6.549833455578249,0.295438623973133,3.249177031684445,14,61.53846153846154
43,0.15,12,0.5,0.08,30,0.55,0.2,0.08,0.12,106071.11731689243,6071.117316892429,6.071117316892429,0.6938998347237356,3.0151170580829945,21,50.0
47,0.15,12,0.5,0.1,30,0.55,0.2,0.08,0.12,106007.73085839725,6007.730858397248,6.007730858397248,2.0634945295813325,2.98408609760295,16,53.333333333333336
37,0.15,12,0.4,0.1,25,0.55,0.2,0.08,0.12,105831.76757877777,5831.76757877777,5.83176757877777,0.003172936497134066,2.8978946733546587,15,57.14285714285714
31,0.12,15,0.5,0.1,30,0.55,0.2,0.08,0.12,105790.92597300916,5790.925973009158,5.790925973009158,0.0,2.877879223511408,19,50.0
24,0.12,15,0.4,0.1,30,0.6,0.2,0.08,0.12,105726.9555329368,5726.955532936801,5.726955532936802,0.0,2.8465212057405624,19,50.0
34,0.15,12,0.4,0.08,25,0.6,0.2,0.08,0.12,105073.82562493786,5073.825624937861,5.073825624937861,1.560983436302823,2.5258197862983516,16,53.333333333333336
5,0.12,12,0.4,0.1,25,0.55,0.2,0.08,0.12,104090.75231098471,4090.7523109847098,4.09075231098471,1.8909157292663599,2.0412387759341484,16,53.333333333333336
18,0.12,15,0.4,0.08,25,0.6,0.2,0.08,0.12,104049.78176689445,4049.781766894448,4.049781766894448,0.10897912017928359,2.020994220594692,13,50.0
16,0.12,12,0.5,0.1,30,0.6,0.2,0.08,0.12,103474.75283520053,3474.752835200532,3.474752835200532,2.151571657688553,1.7364399707201024,17,43.75
3,0.12,12,0.4,0.08,30,0.55,0.2,0.08,0.12,103076.94288919977,3076.942889199767,3.076942889199767,10.545488205783915,1.5391236615567438,18,50.0
22,0.12,15,0.4,0.1,25,0.6,0.2,0.08,0.12,102965.28640957265,2965.2864095726545,2.9652864095726548,0.9661155961467572,1.483673468059019,13,38.46153846153847
51,0.15,15,0.4,0.08,30,0.55,0.2,0.08,0.12,101892.19817649144,1892.198176491438,1.892198176491438,0.15585362128023572,0.9492343850877608,13,50.0
33,0.15,12,0.4,0.08,25,0.55,0.2,0.08,0.12,100897.65837596032,897.6583759603236,0.8976583759603236,2.737828860126822,0.45141713108634374,15,42.857142857142854
39,0.15,12,0.4,0.1,30,0.55,0.2,0.08,0.12,100895.49588724709,895.4958872470888,0.8954958872470888,4.470865439873639,0.45033205129558623,15,50.0
55,0.15,15,0.4,0.1,30,0.55,0.2,0.08,0.12,100598.157197199,598.1571971990052,0.5981571971990052,8.974339948992684,0.301025344959667,22,42.857142857142854
64,0.15,15,0.5,0.1,30,0.6,0.2,0.08,0.12,100368.67083902734,368.6708390273416,0.3686708390273416,4.077861749046351,0.1856405276186964,17,37.5
20,0.12,15,0.4,0.08,30,0.6,0.2,0.08,0.12,100004.75502463034,4.7550246303435415,0.004755024630343541,3.493320078856811,0.002396504153353312,17,50.0
28,0.12,15,0.5,0.08,30,0.6,0.2,0.08,0.12,98798.58854421106,-1201.4114557889407,-1.2014114557889406,2.971129829174416,-0.6073263853812588,15,42.857142857142854
2,0.12,12,0.4,0.08,25,0.6,0.2,0.08,0.12,98518.70961132435,-1481.290388675654,-1.481290388675654,6.037995245419292,-0.7493334048670277,15,42.857142857142854
52,0.15,15,0.4,0.08,30,0.6,0.2,0.08,0.12,97675.01499681723,-2324.9850031827664,-2.3249850031827664,5.198443451864515,-1.1786284430037088,14,38.46153846153847
41,0.15,12,0.5,0.08,25,0.55,0.2,0.08,0.12,95927.42259487776,-4072.5774051222397,-4.07257740512224,6.915321841932047,-2.0737420751996534,18,29.411764705882355
59,0.15,15,0.5,0.08,30,0.55,0.2,0.08,0.12,95325.8642259361,-4674.135774063907,-4.674135774063907,5.430977486808158,-2.3837278043521466,14,38.46153846153847
1,0.12,12,0.4,0.08,25,0.55,0.2,0.08,0.12,93276.36728618538,-6723.632713814615,-6.723632713814615,6.723632713814616,-3.447194282434643,16,26.666666666666668
30,0.12,15,0.5,0.1,25,0.6,0.2,0.08,0.12,90305.24192453062,-9694.758075469377,-9.694758075469377,10.677765623620129,-5.00968408123894,20,21.052631578947366
44,0.15,12,0.5,0.08,30,0.6,0.2,0.08,0.12,88811.80724841019,-11188.192751589813,-11.188192751589813,12.580301420911354,-5.804699339483596,17,18.75
